"export-plot data (NetLogo 6.2.0)"
"INDIVIDUAL BASED RENESTING MODEL (YELLOWHAMMER SETUP).nlogo"
"08/23/2022 10:32:33:577 +0100"

"MODEL SETTINGS"
"build-duration-max","clutch-mode","observed-nest-initiations-per-day","include-observed-nest-initiations?","produce-r-outputs?","chick-duration","probability-mode","egg-dsp-mean","chick-dsp-sd","fledglings-per-hatchling-mean","clutch-sd","season-start-mean","success-inter-attempt-interval","season-start-sd","hatchlings-per-egg-sd","clutch-mean","egg-duration","fail-inter-attempt-interval","fledglings-per-hatchling-sd","renesting-probability-file","egg-dsp-sd","build-duration-min","chick-dsp-mean","hatchlings-per-egg-mean"
"10","""real""","""BLACK REDSTART OBSERVED NEST INITIATIONS.csv""","true","false","17","""probability-scale""","0.993","0","0.961","0.05","129","10","10","0","4.7","17","13","0","""BLACK REDSTART OBSERVED RE-NESTING PROBABABILITY.csv""","0","5","0.993","0.961"

"""Simulated nest initiations per day - combined"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","365","0","426","true","""default""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""default""","true","0","1","0","364"

"""default"""
"x","y","color","pen down?"
"0","0","0","true"
"1","0","0","true"
"2","0","0","true"
"3","0","0","true"
"4","0","0","true"
"5","0","0","true"
"6","0","0","true"
"7","0","0","true"
"8","0","0","true"
"9","0","0","true"
"10","0","0","true"
"11","0","0","true"
"12","0","0","true"
"13","0","0","true"
"14","0","0","true"
"15","0","0","true"
"16","0","0","true"
"17","0","0","true"
"18","0","0","true"
"19","0","0","true"
"20","0","0","true"
"21","0","0","true"
"22","0","0","true"
"23","0","0","true"
"24","0","0","true"
"25","0","0","true"
"26","0","0","true"
"27","0","0","true"
"28","0","0","true"
"29","0","0","true"
"30","0","0","true"
"31","0","0","true"
"32","0","0","true"
"33","0","0","true"
"34","0","0","true"
"35","0","0","true"
"36","0","0","true"
"37","0","0","true"
"38","0","0","true"
"39","0","0","true"
"40","0","0","true"
"41","0","0","true"
"42","0","0","true"
"43","0","0","true"
"44","0","0","true"
"45","0","0","true"
"46","0","0","true"
"47","0","0","true"
"48","0","0","true"
"49","0","0","true"
"50","0","0","true"
"51","0","0","true"
"52","0","0","true"
"53","0","0","true"
"54","0","0","true"
"55","0","0","true"
"56","0","0","true"
"57","0","0","true"
"58","0","0","true"
"59","0","0","true"
"60","0","0","true"
"61","0","0","true"
"62","0","0","true"
"63","0","0","true"
"64","0","0","true"
"65","0","0","true"
"66","0","0","true"
"67","0","0","true"
"68","0","0","true"
"69","0","0","true"
"70","0","0","true"
"71","0","0","true"
"72","0","0","true"
"73","0","0","true"
"74","0","0","true"
"75","0","0","true"
"76","0","0","true"
"77","0","0","true"
"78","0","0","true"
"79","0","0","true"
"80","0","0","true"
"81","0","0","true"
"82","0","0","true"
"83","0","0","true"
"84","0","0","true"
"85","1","0","true"
"86","0","0","true"
"87","0","0","true"
"88","0","0","true"
"89","0","0","true"
"90","0","0","true"
"91","0","0","true"
"92","0","0","true"
"93","0","0","true"
"94","0","0","true"
"95","1","0","true"
"96","0","0","true"
"97","2","0","true"
"98","5","0","true"
"99","3","0","true"
"100","8","0","true"
"101","14","0","true"
"102","5","0","true"
"103","19","0","true"
"104","25","0","true"
"105","22","0","true"
"106","20","0","true"
"107","31","0","true"
"108","50","0","true"
"109","43","0","true"
"110","58","0","true"
"111","88","0","true"
"112","77","0","true"
"113","117","0","true"
"114","134","0","true"
"115","166","0","true"
"116","196","0","true"
"117","194","0","true"
"118","212","0","true"
"119","233","0","true"
"120","291","0","true"
"121","289","0","true"
"122","308","0","true"
"123","328","0","true"
"124","340","0","true"
"125","387","0","true"
"126","395","0","true"
"127","373","0","true"
"128","398","0","true"
"129","384","0","true"
"130","375","0","true"
"131","387","0","true"
"132","352","0","true"
"133","391","0","true"
"134","385","0","true"
"135","295","0","true"
"136","340","0","true"
"137","283","0","true"
"138","267","0","true"
"139","249","0","true"
"140","263","0","true"
"141","192","0","true"
"142","180","0","true"
"143","131","0","true"
"144","146","0","true"
"145","114","0","true"
"146","110","0","true"
"147","96","0","true"
"148","93","0","true"
"149","92","0","true"
"150","75","0","true"
"151","68","0","true"
"152","57","0","true"
"153","61","0","true"
"154","60","0","true"
"155","53","0","true"
"156","47","0","true"
"157","70","0","true"
"158","72","0","true"
"159","64","0","true"
"160","67","0","true"
"161","78","0","true"
"162","89","0","true"
"163","116","0","true"
"164","126","0","true"
"165","97","0","true"
"166","128","0","true"
"167","140","0","true"
"168","153","0","true"
"169","150","0","true"
"170","176","0","true"
"171","190","0","true"
"172","180","0","true"
"173","167","0","true"
"174","166","0","true"
"175","173","0","true"
"176","191","0","true"
"177","208","0","true"
"178","196","0","true"
"179","163","0","true"
"180","189","0","true"
"181","155","0","true"
"182","151","0","true"
"183","141","0","true"
"184","138","0","true"
"185","147","0","true"
"186","131","0","true"
"187","104","0","true"
"188","114","0","true"
"189","99","0","true"
"190","107","0","true"
"191","78","0","true"
"192","59","0","true"
"193","59","0","true"
"194","47","0","true"
"195","40","0","true"
"196","42","0","true"
"197","32","0","true"
"198","42","0","true"
"199","26","0","true"
"200","22","0","true"
"201","15","0","true"
"202","11","0","true"
"203","8","0","true"
"204","8","0","true"
"205","9","0","true"
"206","6","0","true"
"207","2","0","true"
"208","7","0","true"
"209","3","0","true"
"210","1","0","true"
"211","2","0","true"
"212","0","0","true"
"213","0","0","true"
"214","0","0","true"
"215","0","0","true"
"216","0","0","true"
"217","0","0","true"
"218","0","0","true"
"219","0","0","true"
"220","0","0","true"
"221","0","0","true"
"222","0","0","true"
"223","0","0","true"
"224","0","0","true"
"225","0","0","true"
"226","0","0","true"
"227","0","0","true"
"228","0","0","true"
"229","0","0","true"
"230","0","0","true"
"231","0","0","true"
"232","0","0","true"
"233","0","0","true"
"234","0","0","true"
"235","0","0","true"
"236","0","0","true"
"237","0","0","true"
"238","0","0","true"
"239","0","0","true"
"240","0","0","true"
"241","0","0","true"
"242","0","0","true"
"243","0","0","true"
"244","0","0","true"
"245","0","0","true"
"246","0","0","true"
"247","0","0","true"
"248","0","0","true"
"249","0","0","true"
"250","0","0","true"
"251","0","0","true"
"252","0","0","true"
"253","0","0","true"
"254","0","0","true"
"255","0","0","true"
"256","0","0","true"
"257","0","0","true"
"258","0","0","true"
"259","0","0","true"
"260","0","0","true"
"261","0","0","true"
"262","0","0","true"
"263","0","0","true"
"264","0","0","true"
"265","0","0","true"
"266","0","0","true"
"267","0","0","true"
"268","0","0","true"
"269","0","0","true"
"270","0","0","true"
"271","0","0","true"
"272","0","0","true"
"273","0","0","true"
"274","0","0","true"
"275","0","0","true"
"276","0","0","true"
"277","0","0","true"
"278","0","0","true"
"279","0","0","true"
"280","0","0","true"
"281","0","0","true"
"282","0","0","true"
"283","0","0","true"
"284","0","0","true"
"285","0","0","true"
"286","0","0","true"
"287","0","0","true"
"288","0","0","true"
"289","0","0","true"
"290","0","0","true"
"291","0","0","true"
"292","0","0","true"
"293","0","0","true"
"294","0","0","true"
"295","0","0","true"
"296","0","0","true"
"297","0","0","true"
"298","0","0","true"
"299","0","0","true"
"300","0","0","true"
"301","0","0","true"
"302","0","0","true"
"303","0","0","true"
"304","0","0","true"
"305","0","0","true"
"306","0","0","true"
"307","0","0","true"
"308","0","0","true"
"309","0","0","true"
"310","0","0","true"
"311","0","0","true"
"312","0","0","true"
"313","0","0","true"
"314","0","0","true"
"315","0","0","true"
"316","0","0","true"
"317","0","0","true"
"318","0","0","true"
"319","0","0","true"
"320","0","0","true"
"321","0","0","true"
"322","0","0","true"
"323","0","0","true"
"324","0","0","true"
"325","0","0","true"
"326","0","0","true"
"327","0","0","true"
"328","0","0","true"
"329","0","0","true"
"330","0","0","true"
"331","0","0","true"
"332","0","0","true"
"333","0","0","true"
"334","0","0","true"
"335","0","0","true"
"336","0","0","true"
"337","0","0","true"
"338","0","0","true"
"339","0","0","true"
"340","0","0","true"
"341","0","0","true"
"342","0","0","true"
"343","0","0","true"
"344","0","0","true"
"345","0","0","true"
"346","0","0","true"
"347","0","0","true"
"348","0","0","true"
"349","0","0","true"
"350","0","0","true"
"351","0","0","true"
"352","0","0","true"
"353","0","0","true"
"354","0","0","true"
"355","0","0","true"
"356","0","0","true"
"357","0","0","true"
"358","0","0","true"
"359","0","0","true"
"360","0","0","true"
"361","0","0","true"
"362","0","0","true"
"363","0","0","true"
"364","0","0","true"
